run_id,run_timestamp,symbol,avg_weight,total_contribution,volatility,beta,realized_return,observations
STAB_20260409_2059_9,2026-04-27 22:48:16,DASA3.SA,0.0183,0.013426756085189395,0.6002844503139365,,-0.6737540778375641,2571
STAB_20260409_2059_9,2026-04-27 22:48:16,AXIA6.SA,0.1087,0.3520771639181222,0.43227824409552384,,9.29754318580029,2470
STAB_20260409_2059_9,2026-04-27 22:48:16,ENEV3.SA,0.1292,0.4557101553931642,0.43432218837146175,,12.13250994250747,2571
STAB_20260409_2059_9,2026-04-27 22:48:16,PETR4.SA,0.2089,0.9410585546482886,0.697091387503279,,14.724174249751796,2571
STAB_20260409_2059_9,2026-04-27 22:48:16,PRIO3.SA,0.1416,1.0356915157408997,0.6407479959894691,,206.03827149412535,2571
STAB_20260409_2059_9,2026-04-27 22:48:16,VALE3.SA,0.1123,0.472430549872803,0.5053865439868037,,21.13871189429444,2571
STAB_20260409_2059_9,2026-04-27 22:48:16,PNVL3.SA,0.1185,0.22716477704300897,0.36562759500537795,,2.436032911181067,2571
STAB_20260409_2059_9,2026-04-27 22:48:16,AURA33.SA,0.1625,0.4545361009325475,0.42430178098105126,,8.933966117790648,1398
STAB_20260409_2059_9,2026-04-27 23:30:29,DASA3.SA,0.0183,0.013426756085189395,0.6002844503139365,,-0.6737540778375641,2571
STAB_20260409_2059_9,2026-04-27 23:30:29,AXIA6.SA,0.1087,0.3520771639181222,0.43227824409552384,,9.29754318580029,2470
STAB_20260409_2059_9,2026-04-27 23:30:29,ENEV3.SA,0.1292,0.4557101553931642,0.43432218837146175,,12.13250994250747,2571
STAB_20260409_2059_9,2026-04-27 23:30:29,PETR4.SA,0.2089,0.9410585546482886,0.697091387503279,,14.724174249751796,2571
STAB_20260409_2059_9,2026-04-27 23:30:29,PRIO3.SA,0.1416,1.0356915157408997,0.6407479959894691,,206.03827149412535,2571
STAB_20260409_2059_9,2026-04-27 23:30:29,VALE3.SA,0.1123,0.472430549872803,0.5053865439868037,,21.13871189429444,2571
STAB_20260409_2059_9,2026-04-27 23:30:29,PNVL3.SA,0.1185,0.22716477704300897,0.36562759500537795,,2.436032911181067,2571
STAB_20260409_2059_9,2026-04-27 23:30:29,AURA33.SA,0.1625,0.4545361009325475,0.42430178098105126,,8.933966117790648,1398
STAB_20260409_2059_9,2026-04-28 22:16:54,DASA3.SA,0.0183,0.013310933413982415,0.6001712687549405,,-0.6758189234209105,2572
STAB_20260409_2059_9,2026-04-28 22:16:54,AXIA6.SA,0.1087,0.3517455703432165,0.43219297425948167,,9.266130130071444,2471
